transect_id,2018,2020,2021,2023,2025
0,790.8704168836274,739.4061368588941,713.0694679544192,663.5597731811341,606.9772648686862
1,800.5715995168291,743.9890912041033,715.6978370480413,659.1153287359592,609.6056339628716
2,823.2612764897249,773.8960927685736,743.7533115829111,683.467749211639,630.7178821364766
3,798.1759211016574,737.8903587296984,706.3085070973589,647.4620151720972,587.1764528001381
4,897.7395759956656,820.6436164244477,776.5887823838076,699.4928228125897,633.4105717514343
5,800.0,740.0,700.0,640.0,580.0
6,832.6240609129891,772.6240609129891,742.6240609129891,682.6240609129891,632.6240609129891
7,943.8284218432516,827.6744914875808,781.2129193454073,711.5205611319101,641.8282029184128
8,794.4557339405789,736.0469003896816,714.1435878081821,663.0311011640252,619.2292332887341
9,802.0776802063452,758.2710550433466,736.3677424618973,699.862221492399,663.3567005234247
10,806.9139762865104,764.4841705444638,743.2692676734614,707.9110962219796,672.5529247698477
11,800.4656415588387,786.3225272741385,779.2509701321137,765.1078558474135,743.8931844213394
12,822.4043467233544,807.4972268736508,807.4972268736508,785.1365470986009,770.2294272484808
13,793.0054796826349,776.9507608141577,776.9507608141577,763.1912399823426,743.4097411516609
14,876.9507608141633,854.5900810391654,854.5900810391654,836.8516491594828,821.0490613766686
15,820.0,806.167922145687,800.0,780.0,766.167922145687
16,810.0,793.832077854313,790.0,783.832077854313,773.832077854313
17,933.832077854313,923.832077854313,923.832077854313,923.832077854313,913.832077854313
18,821.2030159650318,806.081479584894,786.082375918397,786.082375918397,774.3754959025295
19,789.2348805839903,781.9576308443394,781.9576308443394,781.4120456269965,774.6803811051727
20,807.7555819709952,800.6684370220397,800.6684370220397,800.6684370220397,800.1224899328421
21,792.928932188105,821.2132034349906,835.3553390587216,856.5685424943592,884.8528137419034
22,835.3553390594624,866.5330272518078,884.8528137426031,923.1015697467316,979.6701122416554
23,829.7881843782477,858.0917473885569,871.9518865137278,897.6202181406063,921.3373005918692
24,780.5046701719959,812.1274467736798,829.2429947417534,864.8320744432509,896.4548510449348
